"11re -- Väestö iän (1-v.) ja sukupuolen mukaan alueittain, 1972-2018"

"Alue","Ikä","Miehet 2018 Väestö 31.12.","Naiset 2018 Väestö 31.12."
"Isojoki","92",1,3
"Isojoki","93",1,3
"Isojoki","94",2,3
"Isojoki","95",0,3
"Isojoki","96",1,2
"Isojoki","97",0,0
"Isojoki","98",0,1
"Isojoki","99",0,0
"Isojoki","100 -",0,1
"Isokyrö","Yhteensä",2331,2270
"Isokyrö","0",14,12
"Isokyrö","1",21,10
"Isokyrö","2",30,15
"Isokyrö","3",26,18
"Isokyrö","4",31,25
"Isokyrö","5",27,21
"Isokyrö","6",28,29
"Isokyrö","7",23,34
"Isokyrö","8",29,18
"Isokyrö","9",32,18
"Isokyrö","10",32,41
"Isokyrö","11",34,22
"Isokyrö","12",40,28
"Isokyrö","13",32,30
"Isokyrö","14",34,28
"Isokyrö","15",27,25
"Isokyrö","16",19,35
"Isokyrö","17",32,31
"Isokyrö","18",28,19
"Isokyrö","19",25,15
"Isokyrö","20",28,16
"Isokyrö","21",24,11
"Isokyrö","22",9,7
"Isokyrö","23",19,17
"Isokyrö","24",19,13
"Isokyrö","25",13,23
"Isokyrö","26",14,16
"Isokyrö","27",17,25
"Isokyrö","28",29,20
"Isokyrö","29",22,15
"Isokyrö","30",13,17
"Isokyrö","31",24,16
"Isokyrö","32",19,21
"Isokyrö","33",17,22
"Isokyrö","34",20,12
"Isokyrö","35",33,20
"Isokyrö","36",25,23
"Isokyrö","37",19,28
"Isokyrö","38",20,25
"Isokyrö","39",25,25
"Isokyrö","40",20,15
"Isokyrö","41",28,19
"Isokyrö","42",25,23
"Isokyrö","43",17,38
"Isokyrö","44",30,26
"Isokyrö","45",21,26
"Isokyrö","46",30,24
"Isokyrö","47",30,25
"Isokyrö","48",28,23
"Isokyrö","49",28,35
"Isokyrö","50",29,28
"Isokyrö","51",28,38
"Isokyrö","52",45,28
"Isokyrö","53",44,33
"Isokyrö","54",32,33
"Isokyrö","55",38,33
"Isokyrö","56",40,28
"Isokyrö","57",21,28
"Isokyrö","58",46,35
"Isokyrö","59",29,24
"Isokyrö","60",41,40
"Isokyrö","61",40,24
"Isokyrö","62",38,33
"Isokyrö","63",40,37
"Isokyrö","64",36,49
"Isokyrö","65",28,32
"Isokyrö","66",34,26
"Isokyrö","67",38,30
"Isokyrö","68",39,38
"Isokyrö","69",34,41
"Isokyrö","70",28,34
"Isokyrö","71",36,42
"Isokyrö","72",27,41
"Isokyrö","73",24,27
"Isokyrö","74",25,21
"Isokyrö","75",25,22
"Isokyrö","76",20,20
"Isokyrö","77",29,29
"Isokyrö","78",17,19
"Isokyrö","79",16,32
"Isokyrö","80",22,25
"Isokyrö","81",14,22
"Isokyrö","82",16,16
"Isokyrö","83",7,16
"Isokyrö","84",14,18
"Isokyrö","85",14,20
"Isokyrö","86",10,19
"Isokyrö","87",12,8
"Isokyrö","88",6,10
"Isokyrö","89",7,14
"Isokyrö","90",3,17
"Isokyrö","91",5,9
"Isokyrö","92",3,8
"Isokyrö","93",0,12
"Isokyrö","94",0,1
"Isokyrö","95",1,3
"Isokyrö","96",0,1
"Isokyrö","97",0,3
"Isokyrö","98",0,2
"Isokyrö","99",0,0
"Isokyrö","100 -",0,1
"Janakkala","Yhteensä",8312,8135
"Janakkala","0",73,64
"Janakkala","1",76,71
"Janakkala","2",71,73
"Janakkala","3",85,72
"Janakkala","4",107,78
"Janakkala","5",87,81
"Janakkala","6",91,92
"Janakkala","7",83,88
"Janakkala","8",106,86
"Janakkala","9",107,120
"Janakkala","10",104,89
"Janakkala","11",135,97
"Janakkala","12",99,102
"Janakkala","13",86,107
"Janakkala","14",114,94
"Janakkala","15",102,115
"Janakkala","16",100,92
"Janakkala","17",108,103
"Janakkala","18",104,89
"Janakkala","19",95,59
"Janakkala","20",78,42
"Janakkala","21",71,49
"Janakkala","22",62,47
"Janakkala","23",62,61
"Janakkala","24",70,65
"Janakkala","25",69,47
"Janakkala","26",71,74
"Janakkala","27",77,60
"Janakkala","28",75,87
"Janakkala","29",87,80
"Janakkala","30",97,72
"Janakkala","31",78,87
"Janakkala","32",85,84
"Janakkala","33",94,87
"Janakkala","34",77,94
"Janakkala","35",101,91
"Janakkala","36",95,97
"Janakkala","37",87,91
"Janakkala","38",104,112
"Janakkala","39",98,82
"Janakkala","40",107,91
"Janakkala","41",115,104
"Janakkala","42",93,105
"Janakkala","43",113,115
"Janakkala","44",104,95
"Janakkala","45",94,89
"Janakkala","46",123,104
"Janakkala","47",107,105
"Janakkala","48",136,124
"Janakkala","49",124,111
"Janakkala","50",130,119
"Janakkala","51",135,121
"Janakkala","52",133,112
"Janakkala","53",130,114
"Janakkala","54",111,107
"Janakkala","55",126,115
"Janakkala","56",136,118
"Janakkala","57",122,112
"Janakkala","58",119,109
"Janakkala","59",138,100
"Janakkala","60",101,108
"Janakkala","61",119,119
"Janakkala","62",120,123
"Janakkala","63",116,106
"Janakkala","64",102,114
"Janakkala","65",120,117
"Janakkala","66",112,113
"Janakkala","67",110,122
"Janakkala","68",90,133
"Janakkala","69",128,140
"Janakkala","70",120,108
"Janakkala","71",130,133
"Janakkala","72",110,109
"Janakkala","73",88,102
"Janakkala","74",77,69
"Janakkala","75",85,58
"Janakkala","76",44,69
"Janakkala","77",80,111
"Janakkala","78",59,71
"Janakkala","79",65,78
"Janakkala","80",63,66
"Janakkala","81",48,61
"Janakkala","82",42,71
"Janakkala","83",40,51
"Janakkala","84",34,43
"Janakkala","85",27,31
"Janakkala","86",19,49
"Janakkala","87",20,31
"Janakkala","88",26,31
"Janakkala","89",7,22
"Janakkala","90",9,31
"Janakkala","91",13,30
"Janakkala","92",7,15
"Janakkala","93",5,14
"Janakkala","94",5,11
"Janakkala","95",2,10
"Janakkala","96",1,6
"Janakkala","97",1,2
"Janakkala","98",0,2
"Janakkala","99",0,2
"Janakkala","100 -",0,2
"Joensuu","Yhteensä",37217,39334
"Joensuu","0",342,288
"Joensuu","1",332,307
"Joensuu","2",327,335
"Joensuu","3",380,333
"Joensuu","4",354,350
"Joensuu","5",357,343
"Joensuu","6",358,402
"Joensuu","7",405,365
"Joensuu","8",367,352
"Joensuu","9",361,371
"Joensuu","10",350,339
"Joensuu","11",366,345
"Joensuu","12",359,388
"Joensuu","13",363,358
"Joensuu","14",352,350
"Joensuu","15",372,360
"Joensuu","16",400,336
"Joensuu","17",389,396
"Joensuu","18",397,443
"Joensuu","19",470,608
"Joensuu","20",561,700
"Joensuu","21",686,825
"Joensuu","22",742,859
"Joensuu","23",777,816
"Joensuu","24",771,739
"Joensuu","25",714,676
"Joensuu","26",748,642
"Joensuu","27",690,527
"Joensuu","28",651,553
"Joensuu","29",594,547
"Joensuu","30",570,506
"Joensuu","31",546,471
"Joensuu","32",557,448
"Joensuu","33",507,470
"Joensuu","34",534,460
"Joensuu","35",542,478
"Joensuu","36",496,403
"Joensuu","37",493,408
"Joensuu","38",451,419
"Joensuu","39",422,389
"Joensuu","40",426,423
"Joensuu","41",387,364
"Joensuu","42",429,394
"Joensuu","43",398,384
"Joensuu","44",358,378
"Joensuu","45",341,342
"Joensuu","46",342,351
"Joensuu","47",345,350
"Joensuu","48",366,356
"Joensuu","49",365,381
"Joensuu","50",395,419
"Joensuu","51",388,408
"Joensuu","52",417,458
"Joensuu","53",467,466
"Joensuu","54",454,465
"Joensuu","55",503,520
"Joensuu","56",440,530
"Joensuu","57",458,516
"Joensuu","58",473,536
"Joensuu","59",502,529
"Joensuu","60",501,504
"Joensuu","61",517,533
"Joensuu","62",476,537
"Joensuu","63",514,580
"Joensuu","64",457,554
"Joensuu","65",508,552
"Joensuu","66",522,549
"Joensuu","67",493,472
"Joensuu","68",516,532
"Joensuu","69",480,521
"Joensuu","70",456,538
"Joensuu","71",462,498
"Joensuu","72",409,467
"Joensuu","73",399,478
"Joensuu","74",286,344
"Joensuu","75",256,359
"Joensuu","76",199,280
"Joensuu","77",314,435
"Joensuu","78",186,277
"Joensuu","79",211,292
"Joensuu","80",214,311
"Joensuu","81",170,260
"Joensuu","82",139,276
"Joensuu","83",125,257
"Joensuu","84",126,225
"Joensuu","85",106,189
"Joensuu","86",107,207
"Joensuu","87",81,189
"Joensuu","88",65,173
"Joensuu","89",52,163
"Joensuu","90",49,134
"Joensuu","91",35,94
"Joensuu","92",28,73
"Joensuu","93",18,74
"Joensuu","94",13,48
"Joensuu","95",10,33
"Joensuu","96",4,19
"Joensuu","97",2,11
"Joensuu","98",3,8
"Joensuu","99",0,5
"Joensuu","100 -",1,8
"Jokioinen","Yhteensä",2574,2621
"Jokioinen","0",18,13
"Jokioinen","1",15,20
"Jokioinen","2",24,14
"Jokioinen","3",20,27
"Jokioinen","4",24,26
"Jokioinen","5",24,21
"Jokioinen","6",32,25
"Jokioinen","7",31,26
"Jokioinen","8",34,31
"Jokioinen","9",30,27
"Jokioinen","10",33,31
"Jokioinen","11",27,26
"Jokioinen","12",26,46
"Jokioinen","13",36,31
"Jokioinen","14",28,42
"Jokioinen","15",34,40
"Jokioinen","16",45,33
"Jokioinen","17",37,27
"Jokioinen","18",32,31
"Jokioinen","19",26,21
"Jokioinen","20",18,10
"Jokioinen","21",22,22
"Jokioinen","22",23,13
"Jokioinen","23",16,25
"Jokioinen","24",15,13
"Jokioinen","25",18,14
"Jokioinen","26",19,16
"Jokioinen","27",17,16
"Jokioinen","28",16,25
"Jokioinen","29",23,22
"Jokioinen","30",16,23
"Jokioinen","31",23,25
"Jokioinen","32",24,13
"Jokioinen","33",30,24
"Jokioinen","34",18,18
"Jokioinen","35",32,33
"Jokioinen","36",30,20
"Jokioinen","37",23,31
"Jokioinen","38",19,24
"Jokioinen","39",33,29
"Jokioinen","40",36,21
"Jokioinen","41",35,35
"Jokioinen","42",32,38
"Jokioinen","43",38,41
"Jokioinen","44",29,45
"Jokioinen","45",33,25
"Jokioinen","46",26,24
"Jokioinen","47",45,27
"Jokioinen","48",32,39
"Jokioinen","49",41,43
"Jokioinen","50",40,47
"Jokioinen","51",39,39
"Jokioinen","52",42,33
"Jokioinen","53",33,42
"Jokioinen","54",46,36
"Jokioinen","55",35,43
"Jokioinen","56",44,35
"Jokioinen","57",32,42
"Jokioinen","58",37,38
"Jokioinen","59",43,39
"Jokioinen","60",39,40
"Jokioinen","61",42,48
"Jokioinen","62",46,40
"Jokioinen","63",44,33
"Jokioinen","64",46,30
"Jokioinen","65",42,56
"Jokioinen","66",49,41
"Jokioinen","67",45,46
"Jokioinen","68",39,45
"Jokioinen","69",48,40
"Jokioinen","70",40,40
"Jokioinen","71",30,47
"Jokioinen","72",47,34
"Jokioinen","73",39,22
"Jokioinen","74",19,30
"Jokioinen","75",19,29
"Jokioinen","76",9,16
"Jokioinen","77",21,25
"Jokioinen","78",9,22
"Jokioinen","79",19,22
"Jokioinen","80",14,25
"Jokioinen","81",21,24
"Jokioinen","82",9,17
"Jokioinen","83",18,16
"Jokioinen","84",11,15
"Jokioinen","85",11,14
"Jokioinen","86",9,18
"Jokioinen","87",4,10
"Jokioinen","88",10,13
"Jokioinen","89",5,15
"Jokioinen","90",2,9
"Jokioinen","91",6,6
"Jokioinen","92",8,9
"Jokioinen","93",4,7
"Jokioinen","94",0,7
"Jokioinen","95",1,1
"Jokioinen","96",0,0
"Jokioinen","97",0,2
"Jokioinen","98",0,1
"Jokioinen","99",0,0
"Jokioinen","100 -",0,0
"Jomala","Yhteensä",2585,2447
"Jomala","0",42,34
"Jomala","1",31,37
"Jomala","2",38,36
"Jomala","3",40,27
"Jomala","4",37,38
"Jomala","5",37,37
"Jomala","6",44,31
"Jomala","7",36,42
"Jomala","8",46,36
"Jomala","9",43,33
"Jomala","10",48,28
"Jomala","11",42,31
"Jomala","12",37,38
"Jomala","13",28,36
"Jomala","14",41,36
"Jomala","15",36,31
"Jomala","16",28,23
"Jomala","17",37,32
"Jomala","18",28,18
"Jomala","19",20,23
"Jomala","20",27,23
"Jomala","21",11,8
"Jomala","22",18,13
"Jomala","23",19,18
"Jomala","24",15,15
"Jomala","25",23,24
"Jomala","26",33,39
"Jomala","27",31,36
"Jomala","28",37,37
"Jomala","29",33,29
"Jomala","30",36,30
"Jomala","31",23,35
"Jomala","32",30,29
"Jomala","33",39,29
"Jomala","34",26,27
"Jomala","35",35,36
"Jomala","36",36,40
"Jomala","37",41,45
"Jomala","38",42,30
"Jomala","39",48,37
"Jomala","40",40,50
"Jomala","41",38,37
"Jomala","42",38,41
"Jomala","43",44,29
"Jomala","44",37,43
"Jomala","45",35,35
"Jomala","46",50,39
"Jomala","47",45,29
"Jomala","48",25,47
"Jomala","49",25,34
"Jomala","50",39,36
"Jomala","51",35,41
"Jomala","52",42,29
"Jomala","53",51,47
"Jomala","54",36,40
"Jomala","55",29,24
"Jomala","56",27,27
"Jomala","57",31,28
"Jomala","58",26,29
"Jomala","59",29,30
"Jomala","60",29,37
"Jomala","61",23,28
"Jomala","62",29,24
"Jomala","63",25,26
"Jomala","64",29,25
"Jomala","65",40,25
"Jomala","66",26,27
"Jomala","67",26,27
"Jomala","68",20,21
"Jomala","69",19,22
"Jomala","70",26,26
"Jomala","71",23,23
"Jomala","72",24,30
"Jomala","73",29,22
"Jomala","74",14,15
"Jomala","75",19,12
"Jomala","76",19,15
"Jomala","77",16,8
"Jomala","78",14,12
"Jomala","79",6,9
"Jomala","80",8,8
"Jomala","81",10,7
"Jomala","82",9,10
"Jomala","83",5,5
"Jomala","84",9,6
"Jomala","85",4,6
"Jomala","86",7,6
"Jomala","87",2,4
"Jomala","88",1,3
"Jomala","89",0,2
"Jomala","90",2,1
"Jomala","91",3,3
"Jomala","92",1,2
"Jomala","93",2,3
"Jomala","94",0,2
"Jomala","95",1,0
"Jomala","96",0,0
"Jomala","97",0,2
"Jomala","98",0,0
"Jomala","99",1,0
"Jomala","100 -",0,1
"Joroinen","Yhteensä",2455,2357
"Joroinen","0",21,14
"Joroinen","1",19,18
"Joroinen","2",27,15
"Joroinen","3",14,17
"Joroinen","4",28,15
"Joroinen","5",26,17
"Joroinen","6",24,21
"Joroinen","7",33,24
"Joroinen","8",28,28
"Joroinen","9",23,24
"Joroinen","10",24,27
"Joroinen","11",21,19
"Joroinen","12",30,17
"Joroinen","13",35,21
"Joroinen","14",28,24
"Joroinen","15",32,28
"Joroinen","16",25,22
"Joroinen","17",23,24
"Joroinen","18",24,19
"Joroinen","19",17,11
"Joroinen","20",13,10
"Joroinen","21",10,7
"Joroinen","22",13,11
"Joroinen","23",15,20
"Joroinen","24",7,14
"Joroinen","25",26,19
"Joroinen","26",16,14
"Joroinen","27",28,20
"Joroinen","28",19,11
"Joroinen","29",24,11
"Joroinen","30",17,18
"Joroinen","31",19,22
"Joroinen","32",26,18
"Joroinen","33",18,25
"Joroinen","34",23,29
"Joroinen","35",25,36
"Joroinen","36",24,17
"Joroinen","37",25,24
"Joroinen","38",19,23
"Joroinen","39",27,19
"Joroinen","40",21,23
"Joroinen","41",24,27
"Joroinen","42",22,23
"Joroinen","43",23,28
"Joroinen","44",30,24
"Joroinen","45",30,21
"Joroinen","46",29,22
"Joroinen","47",30,24
"Joroinen","48",30,44
"Joroinen","49",32,34
"Joroinen","50",30,29
"Joroinen","51",29,32
"Joroinen","52",29,31
"Joroinen","53",38,33
"Joroinen","54",44,42
"Joroinen","55",42,34
"Joroinen","56",36,34
"Joroinen","57",46,46
"Joroinen","58",49,27
"Joroinen","59",49,52
"Joroinen","60",55,49
"Joroinen","61",53,31
"Joroinen","62",51,29
"Joroinen","63",48,51
"Joroinen","64",40,39
"Joroinen","65",46,32
"Joroinen","66",46,43
"Joroinen","67",35,48
"Joroinen","68",46,48
"Joroinen","69",50,42
"Joroinen","70",52,40
"Joroinen","71",38,43
"Joroinen","72",42,43
"Joroinen","73",37,30
"Joroinen","74",35,36
"Joroinen","75",26,34
"Joroinen","76",12,16
"Joroinen","77",27,35
"Joroinen","78",14,17
"Joroinen","79",21,36
"Joroinen","80",16,27
"Joroinen","81",15,26
"Joroinen","82",15,20
"Joroinen","83",11,21
"Joroinen","84",17,13
"Joroinen","85",9,18
"Joroinen","86",10,16
"Joroinen","87",10,11
"Joroinen","88",8,9
"Joroinen","89",4,15
"Joroinen","90",6,8
"Joroinen","91",1,11
"Joroinen","92",0,3
"Joroinen","93",0,3
"Joroinen","94",0,5
"Joroinen","95",0,1
"Joroinen","96",0,2
"Joroinen","97",0,1
"Joroinen","98",0,0
"Joroinen","99",0,2
"Joroinen","100 -",0,0
"Joutsa","Yhteensä",2281,2186
"Joutsa","0",6,4
"Joutsa","1",13,9
"Joutsa","2",7,7
"Joutsa","3",21,9
"Joutsa","4",22,14
"Joutsa","5",17,13
"Joutsa","6",17,14
"Joutsa","7",16,8
"Joutsa","8",29,17
"Joutsa","9",19,15
"Joutsa","10",23,14
"Joutsa","11",21,22
"Joutsa","12",21,23
"Joutsa","13",22,12
"Joutsa","14",21,27
"Joutsa","15",23,16
"Joutsa","16",19,15
"Joutsa","17",16,20
"Joutsa","18",14,14
"Joutsa","19",17,10
"Joutsa","20",8,7
"Joutsa","21",14,10
"Joutsa","22",22,10
"Joutsa","23",13,8
"Joutsa","24",14,16
"Joutsa","25",16,4
"Joutsa","26",8,7
"Joutsa","27",19,11
"Joutsa","28",14,15
"Joutsa","29",15,14
"Joutsa","30",14,15
"Joutsa","31",23,14
"Joutsa","32",9,13
"Joutsa","33",19,20
"Joutsa","34",22,16
"Joutsa","35",17,13
"Joutsa","36",19,13
"Joutsa","37",16,18
"Joutsa","38",20,16
"Joutsa","39",13,20
"Joutsa","40",24,17
"Joutsa","41",19,13
"Joutsa","42",21,13
"Joutsa","43",26,26
"Joutsa","44",24,18
"Joutsa","45",24,16
"Joutsa","46",19,21
"Joutsa","47",18,25
"Joutsa","48",27,23
"Joutsa","49",31,26
"Joutsa","50",35,29
"Joutsa","51",31,27
"Joutsa","52",43,34
"Joutsa","53",33,42
"Joutsa","54",31,31
"Joutsa","55",41,42
"Joutsa","56",37,32
"Joutsa","57",51,37
"Joutsa","58",50,30
"Joutsa","59",39,40
"Joutsa","60",41,35
"Joutsa","61",42,31
"Joutsa","62",39,47
"Joutsa","63",40,34
"Joutsa","64",48,31
"Joutsa","65",44,46
"Joutsa","66",54,45
"Joutsa","67",47,51
"Joutsa","68",47,40
"Joutsa","69",45,43
"Joutsa","70",55,53
"Joutsa","71",45,47
"Joutsa","72",55,50
"Joutsa","73",40,52
"Joutsa","74",29,31
"Joutsa","75",33,35
"Joutsa","76",25,25
"Joutsa","77",40,43
"Joutsa","78",23,30
"Joutsa","79",33,31
"Joutsa","80",23,26
"Joutsa","81",11,40
"Joutsa","82",9,34
"Joutsa","83",16,30
"Joutsa","84",16,25
"Joutsa","85",12,17
"Joutsa","86",12,23
"Joutsa","87",6,16
"Joutsa","88",15,23
"Joutsa","89",8,13
"Joutsa","90",8,11
"Joutsa","91",5,13
"Joutsa","92",2,9
"Joutsa","93",2,10
"Joutsa","94",2,3
"Joutsa","95",2,5
"Joutsa","96",2,0
"Joutsa","97",1,1
"Joutsa","98",0,1
"Joutsa","99",1,1
"Joutsa","100 -",0,0
"Juuka","Yhteensä",2405,2304
"Juuka","0",12,14
"Juuka","1",8,13
"Juuka","2",12,13
"Juuka","3",15,16
"Juuka","4",10,11
"Juuka","5",14,16
"Juuka","6",12,9
"Juuka","7",20,9
"Juuka","8",18,22
"Juuka","9",19,12
"Juuka","10",23,17
"Juuka","11",26,22
"Juuka","12",20,20
"Juuka","13",29,31
"Juuka","14",11,27
"Juuka","15",32,19
"Juuka","16",20,23
"Juuka","17",13,11
"Juuka","18",19,20
"Juuka","19",11,10
"Juuka","20",16,7
"Juuka","21",14,12
"Juuka","22",16,4
"Juuka","23",14,15
"Juuka","24",12,7
"Juuka","25",8,8
"Juuka","26",11,10
"Juuka","27",12,14
"Juuka","28",11,15
"Juuka","29",21,11
"Juuka","30",22,18
"Juuka","31",19,13
"Juuka","32",16,12
"Juuka","33",10,20
"Juuka","34",18,19
"Juuka","35",26,15
"Juuka","36",20,16
"Juuka","37",26,14
"Juuka","38",21,22
"Juuka","39",19,18
"Juuka","40",21,13
"Juuka","41",18,16
"Juuka","42",19,21
"Juuka","43",24,20
"Juuka","44",18,16
"Juuka","45",17,23
"Juuka","46",21,17
"Juuka","47",23,20
"Juuka","48",22,23
"Juuka","49",25,24
"Juuka","50",32,31
"Juuka","51",20,33
"Juuka","52",38,45
"Juuka","53",48,33
"Juuka","54",45,42
"Juuka","55",52,41
"Juuka","56",42,34
"Juuka","57",59,42
"Juuka","58",51,48
"Juuka","59",45,59
"Juuka","60",46,44
"Juuka","61",62,51
"Juuka","62",64,48
"Juuka","63",48,49
"Juuka","64",59,54
"Juuka","65",54,43
"Juuka","66",57,37
"Juuka","67",44,42
"Juuka","68",54,37
"Juuka","69",63,51
"Juuka","70",58,56
"Juuka","71",44,46
"Juuka","72",39,44
"Juuka","73",54,40
"Juuka","74",27,28
"Juuka","75",36,37
"Juuka","76",15,25
"Juuka","77",42,31
"Juuka","78",20,31
"Juuka","79",28,27
"Juuka","80",31,23
"Juuka","81",21,29
"Juuka","82",17,37
"Juuka","83",15,24
"Juuka","84",15,32
"Juuka","85",11,7
"Juuka","86",17,17
"Juuka","87",10,20
"Juuka","88",14,19
"Juuka","89",9,16
"Juuka","90",6,16
"Juuka","91",1,9
"Juuka","92",6,6
"Juuka","93",2,7
"Juuka","94",0,2
"Juuka","95",0,5
"Juuka","96",0,3
"Juuka","97",0,2
"Juuka","98",0,0
"Juuka","99",0,2
"Juuka","100 -",0,1
"Juupajoki","Yhteensä",966,918
"Juupajoki","0",3,9
"Juupajoki","1",7,7
"Juupajoki","2",7,3
"Juupajoki","3",9,4
"Juupajoki","4",13,11
"Juupajoki","5",10,8
"Juupajoki","6",13,17
"Juupajoki","7",12,8
"Juupajoki","8",9,10
"Juupajoki","9",9,11
"Juupajoki","10",12,11
"Juupajoki","11",8,9
"Juupajoki","12",10,9
"Juupajoki","13",16,13
"Juupajoki","14",13,4
"Juupajoki","15",18,12
"Juupajoki","16",8,11
"Juupajoki","17",7,14
"Juupajoki","18",7,5
"Juupajoki","19",8,4
"Juupajoki","20",6,7
"Juupajoki","21",5,5
"Juupajoki","22",5,4
"Juupajoki","23",5,5
"Juupajoki","24",11,0
"Juupajoki","25",9,4
"Juupajoki","26",5,5
"Juupajoki","27",7,6
"Juupajoki","28",4,8
"Juupajoki","29",8,8
"Juupajoki","30",8,7
"Juupajoki","31",9,9
"Juupajoki","32",3,8
"Juupajoki","33",9,13
"Juupajoki","34",12,12
"Juupajoki","35",13,13
"Juupajoki","36",8,10
"Juupajoki","37",9,6
"Juupajoki","38",7,11
"Juupajoki","39",11,11
"Juupajoki","40",14,10
"Juupajoki","41",12,10
"Juupajoki","42",16,10
"Juupajoki","43",6,9
"Juupajoki","44",12,10
"Juupajoki","45",14,6
"Juupajoki","46",9,5
"Juupajoki","47",12,3
"Juupajoki","48",13,9
"Juupajoki","49",10,11
"Juupajoki","50",5,16
"Juupajoki","51",12,6
"Juupajoki","52",12,14
"Juupajoki","53",20,13
"Juupajoki","54",10,15
"Juupajoki","55",8,15
"Juupajoki","56",13,15
"Juupajoki","57",11,14
"Juupajoki","58",14,12
"Juupajoki","59",17,19
"Juupajoki","60",22,15
"Juupajoki","61",21,10
"Juupajoki","62",15,15
"Juupajoki","63",12,15
"Juupajoki","64",21,12
"Juupajoki","65",20,11
"Juupajoki","66",30,16
"Juupajoki","67",13,20
"Juupajoki","68",19,14
"Juupajoki","69",22,24
"Juupajoki","70",20,8
"Juupajoki","71",17,15
"Juupajoki","72",18,9
"Juupajoki","73",13,14
"Juupajoki","74",7,12
"Juupajoki","75",8,12
"Juupajoki","76",6,16
"Juupajoki","77",11,9
"Juupajoki","78",10,9
"Juupajoki","79",8,13
"Juupajoki","80",6,10
"Juupajoki","81",12,4
"Juupajoki","82",10,7
"Juupajoki","83",5,13
"Juupajoki","84",7,5
"Juupajoki","85",4,7
"Juupajoki","86",2,6
"Juupajoki","87",2,8
"Juupajoki","88",2,4
"Juupajoki","89",0,2
"Juupajoki","90",1,9
"Juupajoki","91",1,4
"Juupajoki","92",0,4
"Juupajoki","93",1,3
"Juupajoki","94",2,3
"Juupajoki","95",2,2
"Juupajoki","96",2,2
"Juupajoki","97",1,0
"Juupajoki","98",0,2
"Juupajoki","99",0,0
"Juupajoki","100 -",0,0
"Juva","Yhteensä",3118,3107
"Juva","0",13,21
"Juva","1",26,22
"Juva","2",21,19
"Juva","3",17,23
"Juva","4",27,26
"Juva","5",18,28
"Juva","6",23,23
"Juva","7",29,29
"Juva","8",23,19
"Juva","9",31,22
"Juva","10",27,20
"Juva","11",38,25
"Juva","12",26,34
"Juva","13",36,24
"Juva","14",30,34
"Juva","15",29,27
"Juva","16",26,31
"Juva","17",41,33
"Juva","18",32,32
"Juva","19",24,16
"Juva","20",30,18
"Juva","21",21,13
"Juva","22",22,18
"Juva","23",19,19
"Juva","24",21,19
"Juva","25",24,18
"Juva","26",21,22
"Juva","27",20,13
"Juva","28",25,21
"Juva","29",18,19
"Juva","30",24,20
"Juva","31",30,18
"Juva","32",25,28
"Juva","33",31,26
"Juva","34",29,23
"Juva","35",29,31
"Juva","36",30,24
"Juva","37",19,19
"Juva","38",33,30
"Juva","39",31,27
"Juva","40",26,32
"Juva","41",22,29
"Juva","42",34,27
"Juva","43",22,25
"Juva","44",31,31
"Juva","45",29,23
"Juva","46",26,34
"Juva","47",38,27
"Juva","48",28,40
"Juva","49",29,26
"Juva","50",44,35
"Juva","51",40,39
"Juva","52",48,44
"Juva","53",43,54
"Juva","54",43,42
"Juva","55",66,48
"Juva","56",43,44
"Juva","57",44,62
"Juva","58",78,42
"Juva","59",53,57
"Juva","60",55,63
"Juva","61",60,46
"Juva","62",70,52
"Juva","63",61,57
"Juva","64",65,51
"Juva","65",75,61
"Juva","66",66,56
"Juva","67",56,41
"Juva","68",65,68
"Juva","69",66,57
"Juva","70",59,49
"Juva","71",60,56
"Juva","72",50,50
"Juva","73",60,40
"Juva","74",40,55
"Juva","75",39,51
"Juva","76",28,34
"Juva","77",45,49
"Juva","78",14,38
"Juva","79",43,52
"Juva","80",30,49
"Juva","81",23,35
"Juva","82",25,33
"Juva","83",34,40
"Juva","84",24,20
"Juva","85",10,32
"Juva","86",9,25
"Juva","87",12,17
"Juva","88",9,23
"Juva","89",13,22
"Juva","90",10,20
"Juva","91",6,25
"Juva","92",3,8
"Juva","93",4,11
"Juva","94",2,4
"Juva","95",1,9
"Juva","96",0,7
"Juva","97",0,4
"Juva","98",0,0
"Juva","99",0,1
"Juva","100 -",0,1
"Jyväskylä","Yhteensä",69541,71764
"Jyväskylä","0",673,587
"Jyväskylä","1",671,664
"Jyväskylä","2",737,688
"Jyväskylä","3",757,728
"Jyväskylä","4",745,780
"Jyväskylä","5",762,719
"Jyväskylä","6",745,770
"Jyväskylä","7",798,756
"Jyväskylä","8",772,764
"Jyväskylä","9",816,784
"Jyväskylä","10",768,741
"Jyväskylä","11",782,739
"Jyväskylä","12",818,739
"Jyväskylä","13",719,682
"Jyväskylä","14",762,660
"Jyväskylä","15",724,670
"Jyväskylä","16",656,706
"Jyväskylä","17",721,706
"Jyväskylä","18",793,755
"Jyväskylä","19",908,1047
"Jyväskylä","20",1056,1304
"Jyväskylä","21",1242,1369
"Jyväskylä","22",1453,1530
"Jyväskylä","23",1524,1488
"Jyväskylä","24",1552,1435
"Jyväskylä","25",1483,1336
"Jyväskylä","26",1426,1304
"Jyväskylä","27",1336,1203
"Jyväskylä","28",1287,1116
"Jyväskylä","29",1254,1053
"Jyväskylä","30",1149,1025
"Jyväskylä","31",1024,922
"Jyväskylä","32",1094,953
